,LacI protein_amici,LacI protein_copasi,LacI protein_tellurium,TetR protein_amici,TetR protein_copasi,TetR protein_tellurium,cI protein_amici,cI protein_copasi,cI protein_tellurium,LacI mRNA_amici,LacI mRNA_copasi,LacI mRNA_tellurium,TetR mRNA_amici,TetR mRNA_copasi,TetR mRNA_tellurium,cI mRNA_amici,cI mRNA_copasi,cI mRNA_tellurium
255,2295.4703292208887,43.0,2295.461311638945,62.343088599260525,1122.0,62.3414427877931,2295.4703292208887,73.0,2295.461311638945,29.364585526806586,9.0,29.36522524648487,1.170481002061107,0.0,1.1704220474163958,29.364585526806586,10.0,29.36522524648487
256,2333.3373897006268,40.0,2333.3335080567435,66.51092890552992,1245.0,66.50897344741875,2333.3373897006268,65.0,2333.3335080567435,27.830444203096473,5.0,27.83116506865922,1.3226163426354607,0.0,1.3225494684825656,27.830444203096473,10.0,27.83116506865922
257,2357.6026546317903,36.0,2357.603920721091,71.48723629665042,1404.0,71.48493469850966,2357.6026546317903,67.0,2357.603920721091,26.06949689808219,4.0,26.070284602849757,1.4954637688464814,0.0,1.4953879614385996,26.06949689808219,10.0,26.070284602849757
258,2367.8154686778767,34.0,2367.8217688718896,77.3652636980363,1551.0,77.36257553224101,2367.8154686778767,68.0,2367.8217688718896,24.12972866949347,1.0,24.13056271921756,1.6916331942970133,0.0,1.69154731166627,24.12972866949347,10.0,24.13056271921756
259,2363.9044929019656,32.0,2363.915682001674,84.25041440537882,1732.0,84.24729382841518,2363.9044929019656,70.0,2363.915682001674,22.06676437547039,1.0,22.067628912782926,1.9140076886190576,0.0,1.9139104246659429,22.06676437547039,9.0,22.067628912782926
260,2346.1909659022767,30.0,2346.2068282026007,92.26130429833731,1946.0,92.25769811519918,2346.1909659022767,74.0,2346.2068282026007,19.94005243015084,1.0,19.94093240389526,2.165756427843103,0.0,2.165646253040143,19.94005243015084,6.0,19.94093240389526
261,2315.3734340365377,25.0,2315.3937065115033,101.53082227023614,2157.0,101.52667014681074,2315.3734340365377,73.0,2315.3937065115033,17.80853149628838,2.0,17.8094118543073,2.4503432641202103,0.0,2.450218414669784,17.80853149628838,7.0,17.8094118543073
262,2272.4846232641366,20.0,2272.509088489381,112.20716217444327,2353.0,112.2023952879105,2272.4846232641366,80.0,2272.509088489381,15.726437947215304,1.0,15.727300857552883,2.771529204750609,0.0,2.7713876997350955,15.726437947215304,6.0,15.727300857552883
263,2218.8254271579453,20.0,2218.8537662100275,124.45477251455169,2445.0,124.44931183490493,2218.8254271579453,90.0,2218.8537662100275,13.739909411585687,1.0,13.740740503775939,3.133366381270283,0.0,3.133206014155094,13.739909411585687,7.0,13.740740503775939
264,2155.8846346143505,20.0,2155.9164967576394,138.4551661794531,2601.0,138.44892323654875,2155.8846346143505,99.0,2155.9164967576394,11.884801627351708,0.0,11.88558327742196,3.5401809053845654,0.0,3.5399994800278822,11.884801627351708,10.0,11.88558327742196
265,2085.253952849277,27.0,2085.288800154579,154.40751429454448,2740.0,154.4003920242938,2085.253952849277,105.0,2085.288800154579,10.18585162865469,0.0,10.186569596790312,3.996541427828728,0.0,3.9963367163175008,10.18585162865469,15.0,10.186569596790312
266,2008.547135478731,28.0,2008.584419781632,172.52893366389597,2849.0,172.52082502396405,2008.547135478731,94.0,2008.584419781632,8.657045359459396,0.0,8.657691339670185,4.507209744073394,0.0,4.506979531894987,8.657045359459396,20.0,8.657691339670185
267,1927.3305737849905,27.0,1927.3696576257416,193.05434859660744,2958.0,193.0451414173271,1927.3305737849905,88.0,1927.3696576257416,7.302894176103849,0.0,7.303462359174823,5.077069649003204,0.0,5.0768120637833665,7.302894176103849,27.0,7.303462359174823
268,1843.068889103853,34.0,1843.1091749201516,216.2358033771265,3064.0,216.2253782064972,1843.068889103853,83.0,1843.1091749201516,6.120228599446215,0.0,6.1207191838704995,5.711029878321882,0.0,5.710743076732758,6.120228599446215,27.0,6.1207191838704995
